,be,al,chisq,hobs
0,0.1,-1.5707963267948966,749.8095379136039,1.0814559673322826
1,0.1,-1.555009429038164,718.6491009432009,1.0850165718467013
2,0.1,-1.5392225312814314,605.1003778056985,1.081164302895991
3,0.1,-1.5234356335246986,449.6595362159642,1.0701443065692968
4,0.1,-1.507648735767966,297.86010423244664,0.39210910316281855
5,0.1,-1.4918618380112334,182.25128471963498,0.6006001863693822
6,0.1,-1.4760749402545008,128.0250350683528,0.654424687621024
7,0.1,-1.4602880424977682,141.83757512509234,1.1139115492776164
8,0.1,-1.4445011447410354,216.62009894396007,1.4043264468679724
9,0.1,-1.4287142469843028,342.1035677885802,1.7078341980974039
10,0.1,-1.4129273492275702,507.17472665837244,2.017985351401567
11,0.1,-1.3971404514708377,702.8533965198876,2.3290612970489244
12,0.1,-1.381353553714105,921.1374385316202,2.63617199899406
13,0.1,-1.3655666559573723,1157.6339825014331,2.935280580591481
14,0.1,-1.3497797582006397,1406.7550689952889,3.2231731690663423
15,0.1,-1.333992860443907,1664.5296630353416,3.4973921268698476
16,0.1,-1.3182059626871745,1927.6766134414127,3.7561483830326536
17,0.1,-1.302419064930442,2193.4802026643274,3.998225204113674
18,0.1,-1.286632167173709,2460.1991363033803,4.222882258767115
19,0.1,-1.2708452694169767,2726.0594406672963,4.429765733389526
20,0.1,-1.255058371660244,2989.268403319292,4.618827772270343
21,0.1,-1.2392714739035113,3248.6500535056407,4.790256681166543
22,0.1,-1.2234845761467787,3502.5022724991754,4.944418080664644
23,0.1,-1.2076976783900462,3748.355456342804,5.081806412972649
24,0.1,-1.1919107806333136,3982.1998954687915,5.2030057738922375
25,0.1,-1.1761238828765808,4198.6087120016255,5.308658854550377
26,0.1,-1.1603369851198482,4390.945138143746,5.399442749633721
27,0.1,-1.1445500873631156,4553.310132140201,5.476050456518688
28,0.1,-1.128763189606383,4681.5396544508185,5.539177007896116
29,0.1,-1.1129762918496504,4777.263635106916,5.589509319401369
30,0.1,-1.0971893940929176,4830.151193608821,5.627718974757837
31,0.1,-1.081402496336185,4843.909849701092,5.654457303321541
32,0.1,-1.0656155985794524,4823.607595230977,5.670352223287424
33,0.1,-1.0498287008227198,4769.548127878806,5.676006426183594
34,0.1,-1.0340418030659873,4688.27106758994,5.671996564671218
35,0.1,-1.0182549053092544,4590.349280844783,5.658873177237509
36,0.1,-1.0024680075525219,4487.367630276945,5.637161141799992
37,0.1,-0.9866811097957893,4389.346991058159,5.607360497380799
38,0.1,-0.9708942120390567,4303.658500579763,5.569947510665363
39,0.1,-0.955107314282324,4235.2723811754495,5.525375894082167
40,0.1,-0.9393204165255914,4189.4752376569595,5.474078105477511
41,0.1,-0.9235335187688588,4172.11446489997,5.416466677748528
42,0.1,-0.9077466210121261,4190.443171474464,5.352935540970888
43,0.1,-0.8919597232553935,4252.750661736364,5.283861310465259
44,0.1,-0.8761728254986609,4368.3593287718095,5.209604522578955
45,0.1,-0.8603859277419282,4547.486963686944,5.13051080627315
46,0.1,-0.8445990299851956,4801.089723677119,5.046911983345218
47,0.1,-0.828812132228463,5140.827498949346,4.959127093634146
48,0.1,-0.8130252344717304,5578.987849847549,4.867463344132078
49,0.1,-0.7972383367149978,6128.407459381503,4.7722169827768175
50,0.1,-0.7814514389582651,6802.365981677043,4.673674098999169
51,0.1,-0.7656645412015325,7614.476649740104,4.572111353979388
52,0.1,-0.7498776434447998,8578.581096754184,4.467796644132113
53,0.1,-0.7340907456880672,9708.646462560711,4.360989701669389
54,0.1,-0.7183038479313346,11018.662838097065,4.251942636248479
55,0.1,-0.7025169501746019,12522.572455029696,4.140900421742372
56,0.1,-0.6867300524178693,14234.154510278428,4.028101332112809
57,0.1,-0.6709431546611367,16166.959696415583,3.9137773302452157
58,0.1,-0.655156256904404,18334.22639024182,3.7981544134433043
59,0.1,-0.6393693591476715,20748.812392888456,3.681452919093659
60,0.1,-0.6235824613909389,23423.10269220821,3.5638877938087203
61,0.1,-0.6077955636342062,26368.929282659803,3.4456688291488464
62,0.1,-0.5920086658774736,29597.525067857834,3.3270008668164683
63,0.1,-0.5762217681207409,33119.44244442351,3.2080839760121727
64,0.1,-0.5604348703640083,36944.48598422944,3.0891136054465216
65,0.1,-0.5446479726072757,41081.64667255503,2.9702807123147377
66,0.1,-0.5288610748505431,45539.04169748449,2.8517718703649586
67,0.1,-0.5130741770938103,50323.856854215985,2.733769359025269
68,0.1,-0.4972872793370777,55442.286441138356,2.6164512354002727
69,0.1,-0.48150038158034514,60899.777655381746,2.499991390804505
70,0.1,-0.46571348382361255,66699.83719983618,2.3845595933671837
71,0.1,-0.44992658606687996,72846.10561165179,2.2703215181200735
72,0.1,-0.43413968831014715,79339.52103289645,2.157438765867223
73,0.1,-0.41835279055341457,86181.06108516704,2.046068872031391
74,0.1,-0.402565892796682,93370.05554926551,1.9363653065762816
75,0.1,-0.3867789950399494,100904.59075185283,1.8284774660160885
76,0.1,-0.3709920972832168,108781.44834388573,1.7225506584432062
77,0.1,-0.3552051995264842,116996.10738848902,1.618726082431013
78,0.1,-0.3394183017697514,125542.74547730463,1.5171408006008336
79,0.1,-0.3236314040130188,134414.3135045057,1.4179277085798134
80,0.1,-0.30784450625628623,143602.28835841385,1.3212155000191759
81,0.1,-0.29205760849955364,153096.8794092066,1.2271286282896676
82,0.1,-0.27627071074282106,162887.0076654582,1.13578726542249
83,0.1,-0.26048381298608825,172960.09706140493,1.047307258819289
84,0.1,-0.24469691522935566,183302.24051767506,0.961800086213473
85,0.1,-0.22891001747262307,193898.48658403716,0.8793728093269021
86,0.1,-0.21312311971589049,204732.54420133334,0.8001280266305957
87,0.1,-0.1973362219591579,215786.79482000708,0.724163825585127
88,0.1,-0.1815493242024253,227042.42447474733,0.6515737347057238
89,0.1,-0.1657624264456925,238479.39081540253,0.582446675768421
90,0.1,-0.1499755286889599,250076.52061840618,0.5168669164467614
91,0.1,-0.13418863093222733,261811.68957528783,0.45491402364321765
92,0.1,-0.11840173317549474,273661.2129054951,0.3966628177557555
93,0.1,-0.10261483541876215,285601.31397157913,0.3421833280972768
94,0.1,-0.08682793766202934,297607.1011064997,0.29154074966425003
95,0.1,-0.07104103990529675,309652.95541749144,0.2447954014302669
96,0.1,-0.05525414214856417,321712.64829441323,0.20200268632055446
97,0.1,-0.03946724439183158,333756.1522860096,0.1632130530044673
98,0.1,-0.023680346635098992,345770.48952088953,0.12847195962451982
99,0.1,-0.007893448878366183,357717.08903288795,0.09781983956256672
100,0.1,0.007893448878366405,369567.79644131503,0.07129206932611792
101,0.1,0.023680346635098992,381294.3908124377,0.04891893862041399
102,0.1,0.03946724439183158,392868.6669306839,0.03072562265470401
103,0.1,0.05525414214856417,404262.49835020944,0.01673215671401202
104,0.1,0.07104103990529698,415447.89374279097,0.02716598546183628
105,0.1,0.08682793766202956,426397.0560576436,0.04054211509692177
106,0.1,0.10261483541876215,437082.48232848715,0.05655861999356066
107,0.1,0.11840173317549474,447477.0634031389,0.07519620864075195
108,0.1,0.13418863093222733,457553.8790449733,0.09643231444138135
109,0.1,0.1499755286889599,467286.6842336435,0.12024110533374932
110,0.1,0.16576242644569272,476649.8677946784,0.1465934945763839
111,0.1,0.1815493242024253,485618.56607701903,0.056670833564368465
112,0.1,0.1973362219591579,494168.78582039755,0.0805198289074878
113,0.1,0.21312311971589049,502277.5179557427,0.1084823320213911
114,0.1,0.22891001747262307,509922.8419680701,0.14052078706795368
115,0.1,0.24469691522935588,517090.1844608473,0.17659235685629454
116,0.1,0.26048381298608847,523754.80977505306,0.21664892138859937
117,0.1,0.27627071074282106,529896.3323057893,0.2606370770933169
118,0.1,0.29205760849955364,535497.4166588761,0.30849813645245683
119,0.1,0.30784450625628623,540541.8706428871,0.36016812769719014
120,0.1,0.3236314040130188,545014.8709039922,0.4155777942109278
121,0.1,0.33941830176975163,548902.8040917391,0.4746525932412396
122,0.1,0.3552051995264842,552193.882373338,0.5373126934810806
123,0.1,0.3709920972832168,554877.5868097825,0.6034729710354617
124,0.1,0.3867789950399494,556944.8745625615,0.6730430032414911
125,0.1,0.402565892796682,558388.189136108,0.7459270597573211
126,0.1,0.4183527905534148,559201.4947999532,0.8220240902783579
127,0.1,0.43413968831014715,559380.2678243932,0.9012277081766973
128,0.1,0.44992658606687996,558921.6137233773,0.9834261692916105
129,0.1,0.4657134838236128,557824.306402691,1.0685023450242241
130,0.1,0.48150038158034514,556088.4729534735,1.156333688807971
131,0.1,0.49728727933707795,553715.9798227164,1.2467921949368268
132,0.1,0.5130741770938103,550710.4919304011,1.3397443486352798
133,0.1,0.5288610748505431,547077.189249637,1.435051066146544
134,0.1,0.5446479726072759,542822.9149370342,1.5325676234975716
135,0.1,0.5604348703640083,537956.151154607,1.6321435724703597
136,0.1,0.5762217681207411,532487.0483212633,1.7336226421676406
137,0.1,0.5920086658774735,526427.3324065034,1.8368426244062237
138,0.1,0.6077955636342063,519790.2821440036,1.9416352410023976
139,0.1,0.6235824613909391,512590.6985670411,2.0478259908292653
140,0.1,0.6393693591476715,504844.868926207,2.1552339743255047
141,0.1,0.6551562569044043,496570.5115239015,2.263671692917344
142,0.1,0.6709431546611366,487786.721121733,2.372944820580477
143,0.1,0.6867300524178694,478513.51025106746,2.4828519445158572
144,0.1,0.7025169501746023,468773.0745277321,2.593184271642884
145,0.1,0.7183038479313346,458588.4329121398,2.703725297326943
146,0.1,0.7340907456880674,447983.26324491075,2.814250432457111
147,0.1,0.7498776434447998,436982.58572318486,2.9245265846776873
148,0.1,0.7656645412015326,425612.39257833123,3.034311689259601
149,0.1,0.781451438958265,413899.5719158939,3.143354184781593
150,0.1,0.7972383367149978,401871.8301632506,3.251392428488583
151,0.1,0.8130252344717306,389557.6135557336,3.3581540459200476
152,0.1,0.828812132228463,376986.02746029897,3.4633552091767763
153,0.1,0.8445990299851958,364186.7766492926,3.5666998380482537
154,0.1,0.8603859277419281,351190.03779688035,3.6678787181942223
