,be,al,chisq,hobs
0,0.1,-1.5707963267948966,1766.3599880516279,3.39821932859045
1,0.1,-1.555009429038164,1354.6702619912387,3.21184442937337
2,0.1,-1.5392225312814314,802.7653492341664,2.7392367953235914
3,0.1,-1.5234356335246986,411.44047320783676,2.197774203034143
4,0.1,-1.507648735767966,213.96383327317116,0.6483356420895341
5,0.1,-1.4918618380112334,137.6398944867827,0.7909637849551091
6,0.1,-1.4760749402545008,122.6335394280964,0.8197244688152571
7,0.1,-1.4602880424977682,139.1189605233706,0.9777557399201723
8,0.1,-1.4445011447410354,173.76228639601413,1.036935531985904
9,0.1,-1.4287142469843028,223.3610391197533,1.0811683177483769
10,0.1,-1.4129273492275702,289.6383529372174,1.1143855625491292
11,0.1,-1.3971404514708377,376.41539920060893,1.1393610024551633
12,0.1,-1.381353553714105,488.58164145822724,1.1580523908144718
13,0.1,-1.3655666559573723,631.3001206003577,1.1718538430211236
14,0.1,-1.3497797582006397,811.6193985395082,1.1817708311660398
15,0.1,-1.333992860443907,1034.1286300826057,1.1885390331906491
16,0.1,-1.3182059626871745,1304.672317317649,1.1927048216106035
17,0.1,-1.302419064930442,1629.3690265210587,1.1946800855199118
18,0.1,-1.286632167173709,2014.5444125485765,1.1947799411585207
19,0.1,-1.2708452694169767,2467.128572091935,1.1932489801904376
20,0.1,-1.255058371660244,2993.5959694318653,1.1902797706066073
21,0.1,-1.2392714739035113,3600.8811978959693,1.1860260629846893
22,0.1,-1.2234845761467787,4296.0995978963,1.1806123347890503
23,0.1,-1.2076976783900462,5086.5288819214475,1.1741407707893379
24,0.1,-1.1919107806333136,5979.581079048224,1.1666964265347557
25,0.1,-1.1761238828765808,6982.761167305691,1.1583510889439645
26,0.1,-1.1603369851198482,8103.581214233316,1.1491661919576068
27,0.1,-1.1445500873631156,9349.546428376938,3.103957522594019
28,0.1,-1.128763189606383,10730.060921910657,3.327802923289601
29,0.1,-1.1129762918496504,12251.333093679457,3.557537613007782
30,0.1,-1.0971893940929176,13917.11940113259,3.7929310986951825
31,0.1,-1.081402496336185,15734.136979767942,4.0337474675850356
32,0.1,-1.0656155985794524,17709.44299855974,4.279745583809376
33,0.1,-1.0498287008227198,19855.741766873285,4.530679297841714
34,0.1,-1.0340418030659873,22173.952585778465,4.786297666889619
35,0.1,-1.0182549053092544,24670.11178237787,5.046345184745711
36,0.1,-1.0024680075525219,27349.362928625385,5.310562019892863
37,0.1,-0.9866811097957893,30216.47537945031,5.578684260873478
38,0.1,-0.9708942120390567,33275.74671432724,5.850444168092695
39,0.1,-0.955107314282324,36531.17723733047,6.12557043134635
40,0.1,-0.9393204165255914,39986.177280748,6.403788432455969
41,0.1,-0.9235335187688588,43643.69131912597,6.684820512463069
42,0.1,-0.9077466210121261,47506.183408370445,6.968386242888366
43,0.1,-0.8919597232553935,51575.215007693005,7.254202700602899
44,0.1,-0.8761728254986609,55851.79296787591,7.541984745889879
45,0.1,-0.8603859277419282,60336.194838274954,7.8314453033009555
46,0.1,-0.8445990299851956,65027.849190218534,8.122295644930087
47,0.1,-0.828812132228463,69925.29708010981,8.414245675743311
48,0.1,-0.8130252344717304,75026.30457537161,8.707004220615106
49,0.1,-0.7972383367149978,80327.8710627949,9.000279312731568
50,0.1,-0.7814514389582651,85826.25493253481,9.293778483028559
51,0.1,-0.7656645412015325,91516.70639540291,9.587209050339444
52,0.1,-0.7498776434447998,97393.93257108644,9.880278411932458
53,0.1,-0.7340907456880672,103451.8694259024,10.172694334122442
54,0.1,-0.7183038479313346,109683.81071116592,10.464165242645418
55,0.1,-0.7025169501746019,116082.14830478429,10.754400512488603
56,0.1,-0.6867300524178693,122638.66635316916,11.043110756871418
57,0.1,-0.6709431546611367,129344.47958939403,11.33000811507623
58,0.1,-0.655156256904404,136190.13626970674,11.614806538831216
59,0.1,-0.6393693591476715,143165.48810618202,11.89722207694981
60,0.1,-0.6235824613909389,150259.77061721374,12.176973157935409
61,0.1,-0.6077955636342062,157461.602843155,12.453780870262413
62,0.1,-0.5920086658774736,164759.06141790832,12.727369240048187
63,0.1,-0.5762217681207409,172139.67948127943,12.997465505834185
64,0.1,-0.5604348703640083,179590.55388914084,13.263800390197652
65,0.1,-0.5446479726072757,187098.37026216276,13.526108367919495
66,0.1,-0.5288610748505431,194648.9963593593,13.78412793043743
67,0.1,-0.5130741770938103,202228.21617098677,14.037601846318113
68,0.1,-0.4972872793370777,209821.48599463643,14.286277417485824
69,0.1,-0.48150038158034514,217413.98093366675,14.5299067309502
70,0.1,-0.46571348382361255,224990.4683191889,14.76824690578017
71,0.1,-0.44992658606687996,232535.54452410972,15.001060335076073
72,0.1,-0.43413968831014715,240033.63046208397,15.228114922697326
73,0.1,-0.41835279055341457,247469.01894415292,15.449184314508292
74,0.1,-0.402565892796682,254825.9228807037,15.664048123910758
75,0.1,-0.3867789950399494,262088.5241484524,15.872492151437118
76,0.1,-0.3709920972832168,269241.0229408417,16.074308598184373
77,0.1,-0.3552051995264842,276267.6874188377,16.269296272875547
78,0.1,-0.3394183017697514,283152.90347780596,16.457260792341245
79,0.1,-0.3236314040130188,289881.224445162,16.638014775221038
80,0.1,-0.30784450625628623,296437.4205230134,16.81137802869079
81,0.1,-0.29205760849955364,302806.5277901775,16.977177728029517
82,0.1,-0.27627071074282106,308973.896578898,17.135248588846192
83,0.1,-0.26048381298608825,314922.60835152026,17.285433031794483
84,0.1,-0.24469691522935566,320646.8573148848,17.427581339610764
85,0.1,-0.22891001747262307,326127.80008696084,17.561551806318835
86,0.1,-0.21312311971589049,331352.48431026656,17.687210878451815
87,0.1,-0.1973362219591579,336308.4988294906,17.804433288150808
88,0.1,-0.1815493242024253,340984.0150385483,17.913102178006852
89,0.1,-0.1657624264456925,345367.82632454997,18.013109217522025
90,0.1,-0.1499755286889599,349449.3854503478,18.10435471107297
91,0.1,-0.13418863093222733,353218.8397313631,18.1867476972694
92,0.1,-0.11840173317549474,356667.0638763718,18.260206039608267
93,0.1,-0.10261483541876215,359785.6903753411,18.324656508333078
94,0.1,-0.08682793766202934,362567.13733004994,18.380034853416728
95,0.1,-0.07104103990529675,365004.633634904,18.426285868594913
96,0.1,-0.05525414214856417,367092.2414262047,18.46336344638637
97,0.1,-0.03946724439183158,368824.87572824396,18.491230624044785
98,0.1,-0.023680346635098992,370198.3212342342,18.50985962039675
99,0.1,-0.007893448878366183,371209.24616946117,18.519231863528887
100,0.1,0.007893448878366405,371855.2131933499,18.519338009296447
101,0.1,0.023680346635098992,372134.68730659335,18.510177950635136
102,0.1,0.03946724439183158,372047.0407391413,18.491760817666552
103,0.1,0.05525414214856417,371592.55480481684,18.464104968597383
104,0.1,0.07104103990529698,370772.41871860443,18.42723797142133
105,0.1,0.08682793766202956,369588.72538319195,18.38119657644201
106,0.1,0.10261483541876215,368044.43592344614,18.326026679644347
107,0.1,0.11840173317549474,366143.3537085457,18.26178327695084
108,0.1,0.13418863093222733,363890.3662462869,18.188530409408482
109,0.1,0.1499755286889599,361291.07951327105,18.106341099361032
110,0.1,0.16576242644569272,358351.9375157664,18.015297277670225
111,0.1,0.1815493242024253,355080.20063729596,17.915489702058608
112,0.1,0.1973362219591579,351483.92130422255,17.807017866655677
113,0.1,0.21312311971589049,347571.9119536734,17.689989902837095
114,0.1,0.22891001747262307,343353.71688035363,17.564522471456694
115,0.1,0.24469691522935588,338839.453096808,17.43074064657808
116,0.1,0.26048381298608847,334040.1604539463,17.28877779082258
117,0.1,0.27627071074282106,328967.4046656738,17.13877542245733
118,0.1,0.29205760849955364,323633.3425122839,16.98088307435677
119,0.1,0.30784450625628623,318050.686147196,16.815258144978095
120,0.1,0.3236314040130188,312232.66123421415,16.642065741499437
121,0.1,0.33941830176975163,306192.9634850148,16.461478515277534
122,0.1,0.3552051995264842,299945.71374628646,16.273676489789363
123,0.1,0.3709920972832168,293505.41179123335,16.07884688122931
124,0.1,0.3867789950399494,286886.88897596963,15.877183911941485
125,0.1,0.402565892796682,280105.2599277635,15.668888616873346
126,0.1,0.4183527905534148,273175.87343920954,15.454168643244309
127,0.1,0.43413968831014715,266114.2627500687,15.23323804362952
128,0.1,0.44992658606687996,258936.09540638188,15.006317062665765
129,0.1,0.4657134838236128,251657.1228940667,14.773631917592981
130,0.1,0.48150038158034514,244299.53736467482,14.535414572850824
131,0.1,0.49728727933707795,236868.9533191111,14.291902508956106
132,0.1,0.5130741770938103,229384.71446263103,14.043338485892642
133,0.1,0.5288610748505431,221862.3857055686,13.78997030125044
134,0.1,0.5446479726072759,214317.37004605957,13.532050543356943
135,0.1,0.5604348703640083,206764.8616251398,13.269836339647997
136,0.1,0.5762217681207411,199219.79990075287,13.003589100531178
137,0.1,0.5920086658774735,191696.82511037454,12.733574258999022
138,0.1,0.6077955636342063,184210.23518684096,12.46006100625411
139,0.1,0.6235824613909391,176773.94658276913,12.183322023612394
140,0.1,0.6393693591476715,169401.44670985048,11.903633210955187
141,0.1,0.6551562569044043,162105.765488369,11.621273412004232
142,0.1,0.6709431546611366,154899.4352674905,11.336524136698095
143,0.1,0.6867300524178694,147794.45776882244,11.049669280951337
144,0.1,0.7025169501746023,140802.20675736893,10.76099484408207
145,0.1,0.7183038479313346,133933.6179179106,10.470788644195656
146,0.1,0.7340907456880674,127198.78417872447,10.179340031816688
147,0.1,0.7498776434447998,120607.314794934,9.886939602063585
148,0.1,0.7656645412015326,114168.33717394427,9.593878905663438
149,0.1,0.781451438958265,107890.01185327067,9.300450159108076
150,0.1,0.7972383367149978,101779.89175825637,9.006945954254935
151,0.1,0.8130252344717306,95844.82102556694,8.713658967680171
152,0.1,0.828812132228463,90090.92459715341,8.420881670094529
153,0.1,0.8445990299851958,84523.60082777833,8.12890603613676
154,0.1,0.8603859277419281,79147.5198148276,7.838023254863904
155,0.1,0.8761728254986609,73966.62064001396,7.5485234412627165
156,0.1,0.8919597232553937,68984.11312102892,7.260695349113389
157,0.1,0.9077466210121261,64202.48473382409,6.974826085543927
158,0.1,0.9235335187688589,59623.498348448586,6.691200827623318
159,0.1,0.9393204165255913,55248.21680388664,6.410102541353639
160,0.1,0.9551073142823241,51077.00604137062,6.131811703436006
161,0.1,0.9708942120390569,47109.5529654282,5.856606026204672
162,0.1,0.9866811097957893,43344.883426746055,5.584760186147836
163,0.1,1.002468007552522,39781.375432668814,5.3165455564653055
164,0.1,1.0182549053092544,36416.75645544006,5.052229944153972
165,0.1,1.0340418030659873,33248.23809385575,4.792077332164662
166,0.1,1.04982870082272,30272.424168422007,4.536347627243413
167,0.1,1.0656155985794524,27485.363273438954,4.285296414160757
168,0.1,1.0814024963361852,24882.662551918485,4.039174717152411
169,0.1,1.0971893940929176,22459.388907357836,3.7982287695541697
170,0.1,1.1129762918496504,20210.19933715147,3.5626997928260664
171,0.1,1.1287631896063832,18129.343077251422,3.3328237864474985
172,0.1,1.1445500873631156,16210.702404941021,3.1088313305524
173,0.1,1.1603369851198484,14447.830324017974,2.890947403703588
174,0.1,1.1761238828765808,12833.987865407566,2.6793912189347706
175,0.1,1.1919107806333136,11362.192311537852,0.9966286779743382
176,0.1,1.207697678390046,10025.273786590924,1.0103993880330187
177,0.1,1.2234845761467787,8815.786058773892,1.023392467977348
178,0.1,1.2392714739035116,7726.256320484686,1.0355195477349994
179,0.1,1.255058371660244,6749.09071569209,1.0466753721836095
180,0.1,1.2708452694169767,5876.641229547711,1.056732703316462
181,0.1,1.286632167173709,5101.267302706545,1.0655354080976016
182,0.1,1.302419064930442,4415.368940233493,1.0728889788722797
183,0.1,1.3182059626871747,3811.5013061107466,1.078547375592816
184,0.1,1.333992860443907,3282.7456674821706,1.082194532490337
185,0.1,1.34977975820064,2821.353743007489,1.0834180294126712
186,0.1,1.3655666559573723,2420.428817398723,1.08167112413098
187,0.1,1.381353553714105,2073.469219324208,1.0762173293492854
188,0.1,1.3971404514708379,1774.5121883075728,1.066048664185717
189,0.1,1.4129273492275702,1518.3609335270367,1.0497642919148615
190,0.1,1.428714246984303,1300.7775520002056,1.0253906393092922
191,0.1,1.4445011447410354,1119.040626832769,0.9901197131406734
192,0.1,1.4602880424977682,973.7613520790255,0.9399498528691386
193,0.1,1.476074940254501,870.6346164047726,1.9439247142779592
194,0.1,1.4918618380112334,824.1986865495586,0.7706512206433161
195,0.1,1.5076487357679662,863.3905056908638,0.6358023440399109
